categorie,categorie_1,sous_categorie,nom,prix,lien,rayon,categorie_2,categorie_3,famille,talon,info_pointure,semelle,doublure,matiere_exterieure,matiere,couleur_principale,reference,libelle_modele,images,membrane,origine
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Bleu jean  --vans,55.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/filmore-jr-bleu-jean/7346701.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Textile,Toile,Toile,Bleu jean,7346701,FILMORE JR,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346701_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346701_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346701_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346701_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346701_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346701_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Bleu Marine  --vans,50.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/seldan-gum-jr-bleu-marine/7346401.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Textile,Toile,Toile,Bleu Marine,7346401,SELDAN GUM JR,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346401_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346401_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346401_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346401_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346401_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/7346401_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Synthétique -Noir  --vans,50.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/ward-jr-noir/4441901.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Synthétique,Toile,Toile,Noir,4441901,WARD JR,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441901_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441901_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441901_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441901_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441901_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441901_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Synthétique -Noir  --vans,50.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/ward-jr-noir/4441902.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Synthétique,Toile,Toile,Noir,4441902,WARD JR,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441902_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441902_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441902_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441902_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441902_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/4441902_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Synthétique -Noir  --vans,50.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/ward-jr-noir/5629101.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Synthétique,Toile,Toile,Noir,5629101,WARD JR,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5629101_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5629101_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5629101_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5629101_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5629101_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5629101_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Noir  -Chicettendance USA MA1Toile MA1 Toile MA1 CO2Noir CO2 Noir CO2 VANS AH25  PLAACHVANSAH25 PLAACH VANS AH25 PLAACH nouveautes AH25  PLAACHnouveautesAH25 PLAACH nouveautes AH25 PLAACH VANS AH25 - N2  PLAACHVANSAH25N2 PLAACH VANS AH25 - N2 PLAACH VANS AH25 bis  PLAACHVANSAH25bis PLAACH VANS AH25 bis PLAACH HUNTER AH25  PLAACHHUNTERAH25 PLAACH HUNTER AH25 PLAACH AH25  SAIACHAH25 SAIACH AH25 SAIACH CHANLI  WBEXTCHANLI WBEXT CHANLI WBEXT   DTLV0000000007DTLV -vans,65.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/ashwood-vansguard-k-noir/5734101.awp,Junior Garçon,Junior,Baskets et Sneakers,,Talon Plat- Moins de 4cm,Chausse normal,Gomme,Textile,Synthétique,Toile,Noir,5734101,ASHWOOD VANSGUARD K,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5734101_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5734101_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5734101_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5734101_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5734101_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5734101_5.jpg,MEMBRANE IMPERMEABLE TEX,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Vert  --vans,50.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/old-skool-v-vert/5833701.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Textile,Toile,Toile,Vert,5833701,OLD SKOOL V,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833701_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833701_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833701_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833701_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833701_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833701_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Noir  --vans,70.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/old-skool-v-noir/5833801.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Textile,Toile,Toile,Noir,5833801,OLD SKOOL V,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833801_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833801_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833801_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833801_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833801_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833801_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Gris  --vans,45.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/old-skool-v-gris/5834001.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Textile,Toile,Toile,Gris,5834001,OLD SKOOL V,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5834001_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5834001_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5834001_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5834001_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5834001_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5834001_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Gris  --vans,60.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/sk8-mid-reissue-gris/5833601.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Textile,Toile,Toile,Gris,5833601,SK8 MID REISSUE,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833601_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833601_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833601_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833601_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833601_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833601_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Noir  --vans,55.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/sk8-mid-reissue-v-noir/5833901.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Textile,Toile,Toile,Noir,5833901,SK8 MID REISSUE V,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833901_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833901_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833901_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833901_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833901_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/5833901_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Noir  --vans,50.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/brooklyn-noir/6758401.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Textile,Toile,Toile,Noir,6758401,BROOKLYN,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758401_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758401_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758401_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758401_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758401_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758401_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Bleu  --vans,50.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/brooklin-gum-bleu/6758701.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Crêpe,Textile,Toile,Toile,Bleu,6758701,BROOKLIN GUM,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758701_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758701_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758701_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758701_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758701_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758701_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Multicolor  --vans,50.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/brooklin-ls-blocked-multicolor/6758601.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Textile,Toile,Toile,Multicolor,6758601,BROOKLIN LS BLOCKED,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758601_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758601_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758601_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758601_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758601_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758601_5.jpg,,MADE IN FRANCE
Junior,Baskets et Sneakers,Sneakers,Baskets et Sneakers -Junior Garçon -Textile -Bleu  --vans,55.0,https://www.chaussuresonline.com/fr/chaussure/vans/junior-garcon/baskets-et-sneakers/brooklin-retro-logo-bleu/6758501.awp,Junior Garçon,Junior,Baskets et Sneakers,,,Chausse normal,Gomme,Textile,Toile,Toile,Bleu,6758501,BROOKLIN RETRO LOGO,https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758501_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758501_1.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758501_2.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758501_3.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758501_4.jpg;https://www.chaussuresonline.com/CHAUSSURESONLINE_WEB/photos/Web/6758501_5.jpg,,MADE IN FRANCE
